mode,treatment_credit,product,label,phase,metric,margin_baseline,stack_cost_max_usd_per_m2_yr,stack_cost_reduction_factor,stack_tic_max_usd_per_m2,extra_loss_max_V,sandwich_thickness_max_mm,V_applied_max_V,current_density_min_A_m2,feasible_at_baseline_j,coulombic_efficiency_min,catholyte_wt_pct_min,price_breakeven_usd_per_kg,price_multiple_needed,env_margin_baseline,stack_gwp_max_kg_per_m2_yr,avoided_gwp_multiple_needed,grid_ci_max_kg_per_kWh
ideal,False,nickel,Nickel,solid,margin,1201.7752687407956,1304.0244737845192,0.07841049543109997,7078.134080758151,203.11092426681296,1219.6655456008775,203.35092426681297,0.7844023376522359,True,0.08027407794475752,,1.9091571751938885,0.11932232344961803,,,,
ideal,False,zinc,Zinc,solid,margin,118.2859223460787,220.53512738980228,0.4636413538918683,1197.0459393694175,19.99139409869681,120.94836459218085,20.731394098696807,4.626360832736879,True,0.4794010695027895,,1.5549460771872234,0.5553378847097227,,,,
ideal,False,lead,Lead,solid,margin,443.6324341509754,545.881639194699,0.18731021104605144,2962.999170736878,74.97790650123225,450.86743900739356,75.08790650123225,1.8719670202858534,True,0.1928683420474461,,0.6265562682654038,0.29836012774543036,,,,
ideal,False,hydrogen,Hydrogen,gas,env_margin,,,,,0.07646956669801368,1.4588174001880823,0.41046956669801365,2.15447715796243,True,0.849445488714273,,,,3.946210658742494,6.076930208742494,0.8680144782062805,0.7116552708488851
ideal,False,methane,Methane,gas,env_margin,,,,,,,,,False,,,,,-10.727427225434877,-8.546707675434877,3.3008060693651555,0.11470471736605813
ideal,False,carbon_monoxide,Carbon monoxide,gas,env_margin,,,,,0.1519993133226944,1.9119958799361665,0.5919993133226944,3.4377626904419727,True,0.8035533305200555,,,,7.8439219189552105,14.32464146895521,0.8701836447028878,0.714402949281286
ideal,False,hydrogen_peroxide,Hydrogen peroxide,liquid,env_margin,,,,,,,,,False,,5.429929007939906,,,-423.40864919175533,-418.72792964175534,6.848052672395576,-14.426311890927144
ideal,False,formic_acid,Formic acid,liquid,env_margin,,,,,,,,,False,,5.993477641924758,,,-350.9884851314804,-344.5077655814804,3.1434196531937,-3.889425759039742
ideal,False,acetic_acid,Acetic acid,liquid,env_margin,,,,,,,,,False,,14.352200330086205,,,-174.92537003018998,-172.74465048019,6.116977172483058,-3.80181874521107
ideal,False,methanol,Methanol,liquid,env_margin,,,,,,,,,False,,,,,-40.83973797933577,-34.35901842933578,4.2892328218148466,-0.46124627970140136
ideal,False,ethanol,Ethanol,liquid,env_margin,,,,,,,,,False,,,,,-23.805747342214218,-21.62502779221422,2.524072732357937,-0.18461763257183747
ideal,False,caustic_soda,Caustic soda,liquid,env_margin,,,,,,,,,False,,11.09928295693809,,,-296.8755576489376,-294.74483809893763,3.298105800982288,-2.202900536850124
ideal,False,copper,Copper,solid,env_margin,,,,,5.3217859352831045,32.93071561169863,4.961785935283104,0.1182092821170499,True,,,,,271.9368904899769,274.1176100399769,0.10758680000559127,6.035531774584194
ideal,False,nickel,Nickel,solid,env_margin,,,,,18.713849556467096,113.28309733880259,18.953849556467095,,True,0.017762651138469972,,,,965.727880706721,967.908600256721,0.056401521667904915,11.22554230276509
ideal,False,zinc,Zinc,solid,env_margin,,,,,4.736027971091958,29.41616782655175,5.476027971091958,0.13015534713616847,True,0.1504039470018427,,,,244.40264103276456,246.58336058276456,0.2649905030883015,2.346904236978556
ideal,False,lead,Lead,solid,env_margin,,,,,7.874005676332039,48.24403405799223,7.984005676332039,0.08007479919508438,True,0.025786667955103655,,,,406.3379259052022,408.5186454552022,0.20613125562078946,3.0114248703459006
ideal,True,hydrogen,Hydrogen,gas,margin,-69.8634138555729,28.46725427998406,3.45416762601848,147.6477273883382,,,,,False,,,27.703278213871123,13.851639106935561,,,,
ideal,True,methane,Methane,gas,margin,-69.34749304601841,26.227851476630775,3.644040176444021,135.83823888655309,,,,,False,,,12.148855488274368,48.59542195309747,,,,
ideal,True,carbon_monoxide,Carbon monoxide,gas,margin,-183.0546990996167,20.53781028703878,9.91305823460356,89.27618289487356,,,,,False,,,5.447267803560605,9.078779672601009,,,,
ideal,True,hydrogen_peroxide,Hydrogen peroxide,liquid,margin,-108.27349419272264,35.79978553611414,4.024417397235478,163.99889346800325,,,,,False,,,3.390542551237947,2.8254521260316223,,,,
ideal,True,formic_acid,Formic acid,liquid,margin,-198.52358399848805,5.068925388167429,40.16482662418126,22.034204411757255,,,,,False,,,3.6808640424871055,5.66286775767247,,,,
ideal,True,acetic_acid,Acetic acid,liquid,margin,-84.7743891688523,10.800955353796894,8.848786185293442,55.93987577897216,,,,,False,,,4.517759408377144,8.21410801523117,,,,
ideal,True,methanol,Methanol,liquid,margin,-178.13324004809556,25.45926933855992,7.9967931003542105,110.66936319270279,,,,,False,,,11.927482056694595,26.505515681543542,,,,
ideal,True,ethanol,Ethanol,liquid,margin,-66.42984256050437,29.14550196214482,3.2792485319616635,150.9492175342649,,,,,False,,,6.754086393014284,8.442607991267854,,,,
ideal,True,caustic_soda,Caustic soda,liquid,margin,-57.78017556299568,40.55049257256128,2.424894542516432,210.31842459868295,,,,,False,,,0.9920022835969826,1.9840045671939652,,,,
ideal,True,copper,Copper,solid,margin,723.5619749316297,825.8111799753533,0.12381668778906002,4482.4329410711125,122.34073872710337,735.0444323626203,121.98073872710337,1.238268927932524,True,0.09227737144168642,,1.164124382967922,0.12934715366310245,,,,
ideal,True,nickel,Nickel,solid,margin,1229.9739829572693,1332.2231880009929,0.07675080719556382,7231.19430634573,207.87676281967717,1248.260576918063,208.11676281967718,0.7678132887516104,True,0.05860611414167131,,1.5785265987282164,0.09865791242051353,,,,
ideal,True,zinc,Zinc,solid,margin,146.48463656255248,248.73384160627606,0.41107878358416194,1350.1061649569963,24.75723265156108,149.5433959093665,25.497232651561077,4.102475757302724,True,0.3547179551893463,,1.2581320602936825,0.4493328786763152,,,,
ideal,True,lead,Lead,solid,margin,471.83114836744915,574.0803534111727,0.17810957026513985,3116.0593963244564,79.74374505409654,479.4624703245793,79.85374505409654,1.7801557516536348,True,0.14103146371144917,,0.5328994129348067,0.2537616252070508,,,,
ideal,True,hydrogen,Hydrogen,gas,env_margin,,,,,1.0327289702338902,7.196373821403342,1.3667289702338903,0.49802740440466925,True,,,,,53.293960537571564,55.424680087571566,-0.7824773683639973,1.97636522377917
ideal,True,methane,Methane,gas,env_margin,,,,,0.7483835999732543,5.490301599839526,0.9083835999732544,0.6528791650541106,True,,,,,38.6203226533942,40.801042203394196,-7.28324172184424,2.395526967906754
ideal,True,carbon_monoxide,Carbon monoxide,gas,env_margin,,,,,1.1082587168585707,7.6495523011514255,1.5482587168585706,1.0333269952500306,True,,,,,57.19167179778428,63.672391347784284,0.05348185985947304,1.36795402965507
ideal,True,hydrogen_peroxide,Hydrogen peroxide,liquid,env_margin,,,,,,,,,False,,3.5810323419745247,,,-374.06089931292627,-369.3801797629263,6.1664694286274555,-12.673787924557423
ideal,True,formic_acid,Formic acid,liquid,env_margin,,,,,,,,,False,,4.217259972786087,,,-301.6407352526513,-295.1600157026513,2.8420623682344894,-3.2567492088232486
ideal,True,acetic_acid,Acetic acid,liquid,env_margin,,,,,,,,,False,,3.5074277047678977,,,-125.5776201513609,-123.3969006013609,4.67343979651643,-2.5570651974834275
ideal,True,methanol,Methanol,liquid,env_margin,,,,,0.16486803155691618,1.9892081893414975,0.46486803155691614,3.320751773240178,True,,0.7182903381558213,,,8.508011899493297,14.988731449493297,0.3147646539171115,0.8337972996510469
ideal,True,ethanol,Ethanol,liquid,env_margin,,,,,0.4949522555891398,3.9697135335348395,0.7249522555891398,0.8762177528999772,True,,0.3790940647859197,,,25.542002536614845,27.722722086614844,-0.6352298894999192,1.4636498467324648
ideal,True,caustic_soda,Caustic soda,liquid,env_margin,,,,,,,,,False,,7.661207225855983,,,-247.52780777010858,-245.39708822010857,2.9161061808045106,-1.735243447767954
ideal,True,copper,Copper,solid,env_margin,,,,,6.2780453388189805,38.66827203291388,5.91804533881898,0.10070603957123905,True,,,,,321.284640368806,323.465359918806,-0.05435733086440824,7.019995991653866
ideal,True,nickel,Nickel,solid,env_margin,,,,,19.670108960002974,119.02065376001786,19.910108960002972,,True,,,,,1015.0756305855501,1017.2563501355502,0.008184562599994394,11.767959571507916
ideal,True,zinc,Zinc,solid,env_margin,,,,,5.692287374627834,35.15372424776701,6.432287374627834,0.10924630434644728,True,,,,,293.7503909115936,295.9311104615936,0.1165834946415311,2.697500566480433
ideal,True,lead,Lead,solid,env_margin,,,,,8.830265079867914,53.98159047920748,8.940265079867913,0.07164143028465776,True,,,,,455.6856757840313,457.86639533403127,0.10971978689811608,3.303003035508425
realistic,False,hydrogen,Hydrogen,gas,margin,-98.71904746622747,-0.388379330670503,inf,0.0,,,,,False,,,455.993550057243,227.9967750286215,,,,
realistic,False,methane,Methane,gas,margin,-96.20540231687049,-0.630057794221301,inf,0.0,,,,,False,,,206.59022389967691,826.3608955987077,,,,
realistic,False,carbon_monoxide,Carbon monoxide,gas,margin,-204.92682260983352,-1.334313223178043,inf,0.0,,,,,False,,,78.12055956174355,130.2009326029059,,,,
realistic,False,hydrogen_peroxide,Hydrogen peroxide,liquid,margin,-144.05572838429072,0.017551344546063774,8208.674802703248,0.08040274658982122,,,,,False,,,42.83533217803848,35.6961101483654,,,,
realistic,False,formic_acid,Formic acid,liquid,margin,-205.8945672159905,-2.3020578293350127,inf,0.0,,,,,False,,,53.03995016356535,81.59992332856207,,,,
realistic,False,acetic_acid,Acetic acid,liquid,margin,-97.41440629758802,-1.839061774938827,inf,0.0,,,,,False,,,65.6837089097359,119.4249252904289,,,,
realistic,False,methanol,Methanol,liquid,margin,-204.55416010770801,-0.9616507210525356,inf,0.0,,,,,False,,,439.77783153863936,977.2840700858652,,,,
realistic,False,ethanol,Ethanol,liquid,margin,-96.3228115729737,-0.7474670503245164,inf,0.0,,,,,False,,,288.57946758951704,360.7243344868963,,,,
realistic,False,caustic_soda,Caustic soda,liquid,margin,-97.69265164383775,0.6380164917192133,154.1193204435719,3.309124375400602,,,,,False,,,9.742887130419383,19.485774260838767,,,,
realistic,False,copper,Copper,solid,margin,-30.739402899308118,71.50980214441546,1.4298627877228536,388.14913204634996,,,,,False,,,12.698832934318887,1.410981437146543,,,,
realistic,False,nickel,Nickel,solid,margin,-24.59636680675024,77.65283823697334,1.316747814570402,421.4930101714827,,,,,False,0.7881091840884994,,20.806549495984964,1.3004093434990602,,,,
realistic,False,zinc,Zinc,solid,margin,-87.37027427580023,14.87893076792335,6.872080167491395,80.76157240211573,,,,,False,,,15.9377429206839,5.692051043101394,,,,
realistic,False,lead,Lead,solid,margin,-59.01209801834708,43.237107025376496,2.3648484387198248,234.68734440353433,,,,,False,,,4.549973199323447,2.1666539044397366,,,,
realistic,False,hydrogen,Hydrogen,gas,env_margin,,,,,,,,,False,,,,,-5.101576934681903,-2.9708573846819033,3.1328508280566574,0.029734483512057066
realistic,False,methane,Methane,gas,env_margin,,,,,,,,,False,,,,,-6.915957364947296,-4.735237814947296,19.54158078440882,-0.21605312878380695
realistic,False,carbon_monoxide,Carbon monoxide,gas,env_margin,,,,,,,,,False,,,,,-10.848602220163947,-4.367882670163947,3.5649086093864732,-0.1598530030521825
realistic,False,hydrogen_peroxide,Hydrogen peroxide,liquid,env_margin,,,,,,,,,False,,,,,-37.15905133011897,-32.47833178011897,8.331926930557039,-4.579967662584825
realistic,False,formic_acid,Formic acid,liquid,env_margin,,,,,,,,,False,,,,,-33.10810867706357,-26.62738912706357,4.3697482882716026,-1.6827560049607075
realistic,False,acetic_acid,Acetic acid,liquid,env_margin,,,,,,,,,False,,,,,-18.75584695591516,-16.57512740591516,8.837892787195878,-1.2431822362696554
realistic,False,methanol,Methanol,liquid,env_margin,,,,,,,,,False,,,,,-14.432643420594438,-7.951923870594438,39.74684053114275,-0.5459748099586728
realistic,False,ethanol,Ethanol,liquid,env_margin,,,,,,,,,False,,,,,-8.98170946076769,-6.800989910767689,20.167330032165985,-0.20784234054524128
realistic,False,caustic_soda,Caustic soda,liquid,env_margin,,,,,,,,,False,,25.96579356712952,,,-32.385093872231785,-30.254374322231786,3.7854683432016913,-1.4651683574799543
realistic,False,copper,Copper,solid,env_margin,,,,,3.943577459008706,238.61464754052238,3.870244125675373,0.14110972234389654,True,0.12276976240717681,,,,20.295951316515016,22.476670866515015,0.25994369793884675,3.1146765912611314
realistic,False,nickel,Nickel,solid,env_margin,,,,,9.970754212290988,600.2452527374593,10.747420878957655,0.06105422531715403,True,0.07666314436913053,,,,51.45405976161544,53.63477931161544,0.162083276510242,4.652247399181217
realistic,False,zinc,Zinc,solid,env_margin,,,,,2.0915059377894942,127.49035626736968,3.2181726044561607,0.23485424374258426,True,0.3248047519114492,,,,10.793212752364802,12.973932302364801,0.5362971621832217,1.250136839650534
realistic,False,lead,Lead,solid,env_margin,,,,,5.335332778705146,322.11996672230873,5.781999445371812,0.10809450953398805,True,0.13988461050589754,,,,27.532975520065758,29.713695070065757,0.3276049529327755,2.1068291227377074
realistic,True,hydrogen,Hydrogen,gas,margin,-95.89917604458009,2.4314920909768745,40.44046390299041,12.61113129719285,,,,,False,,,443.0253998341908,221.5126999170954,,,,
realistic,True,methane,Methane,gas,margin,-93.38553089522311,2.1898136274260764,43.64542412451291,11.34139511596565,,,,,False,,,200.5421965904144,802.1687863616576,,,,
realistic,True,carbon_monoxide,Carbon monoxide,gas,margin,-202.10695118818614,1.4855581984693345,137.04781784815287,6.457600083647944,,,,,False,,,77.05384702643785,128.42307837739642,,,,
realistic,True,hydrogen_peroxide,Hydrogen peroxide,liquid,margin,-141.23585696264334,2.8374227661934412,50.77610620644981,12.998239709766553,,,,,False,,,42.020326175455594,35.01693847954633,,,,
realistic,True,formic_acid,Formic acid,liquid,margin,-203.0746957943431,0.5178135923123648,393.1772213191359,2.25089336821387,,,,,False,,,52.32243281842437,80.49605048988364,,,,
realistic,True,acetic_acid,Acetic acid,liquid,margin,-94.59453487594064,0.9808096467085505,97.44535531780876,5.079770076117066,,,,,False,,,63.79827233704479,115.99685879462689,,,,
realistic,True,methanol,Methanol,liquid,margin,-201.73428868606064,1.858220700594842,109.5631478658497,8.077533525082757,,,,,False,,,433.721499092319,963.8255535384866,,,,
realistic,True,ethanol,Ethanol,liquid,margin,-93.50294015132633,2.072404371322861,46.11809637403986,10.733313794769689,,,,,False,,,280.15466059789605,350.19332574737007,,,,
realistic,True,caustic_soda,Caustic soda,liquid,margin,-94.87278022219037,3.4578879133665907,28.43662680778524,17.934616628311723,,,,,False,,,9.476093744898396,18.952187489796792,,,,
realistic,True,copper,Copper,solid,margin,-27.91953147766074,74.32967356606284,1.3756175715321335,403.45515460510796,,,,,False,,,12.35952142201984,1.3732801580022045,,,,
realistic,True,nickel,Nickel,solid,margin,-21.776495385102862,80.47270965862072,1.2706072092947107,436.7990327302406,,,,,False,0.7665463299169305,,20.25549853520884,1.2659686584505525,,,,
realistic,True,zinc,Zinc,solid,margin,-84.55040285415285,17.698802189570728,5.777182204114094,96.06759496087362,,,,,False,,,15.513722896550272,5.540615320196526,,,,
realistic,True,lead,Lead,solid,margin,-56.192226596699705,46.05697844702387,2.2200589029376667,249.9933669622922,,,,,False,,,4.4329021301602,2.110905776266762,,,,
realistic,True,hydrogen,Hydrogen,gas,env_margin,,,,,,,,,False,0.8636377217374226,,,,-0.16680194679899607,1.9639176032010037,1.06973601984381,0.5915302756985729
realistic,True,methane,Methane,gas,env_margin,,,,,,,,,False,,,,,-1.981182377064389,0.19953717293561102,6.311521045397075,0.3737352116682097
realistic,True,carbon_monoxide,Carbon monoxide,gas,env_margin,,,,,,,,,False,,,,,-5.91382723228104,0.5668923177189598,2.3981917738958805,0.19057150002959994
realistic,True,hydrogen_peroxide,Hydrogen peroxide,liquid,env_margin,,,,,,,,,False,,8.850261829453217,,,-32.22427634223607,-27.543556792236068,7.358236582316867,-3.890663539074869
realistic,True,formic_acid,Formic acid,liquid,env_margin,,,,,,,,,False,,,,,-28.173333689180666,-21.692614139180666,3.8674861466729182,-1.3409424693309047
realistic,True,acetic_acid,Acetic acid,liquid,env_margin,,,,,,,,,False,,,,,-13.821071968032253,-11.640352418032254,6.775696535814981,-0.7554622166214953
realistic,True,methanol,Methanol,liquid,env_margin,,,,,,,,,False,,,,,-9.497868432711531,-3.017148882711531,26.49861330481697,-0.15054896101213802
realistic,True,ethanol,Ethanol,liquid,env_margin,,,,,,,,,False,,,,,-4.046934472884782,-1.8662149228847822,9.636321292639797,0.24178616749308443
realistic,True,caustic_soda,Caustic soda,liquid,env_margin,,,,,,,,,False,,11.985169215431629,,,-27.450318884348874,-25.319599334348876,3.361024320781938,-1.1488792139352648
realistic,True,copper,Copper,solid,env_margin,,,,,4.899836862544581,295.9902117526749,4.826503529211248,0.11685367490718646,True,,,,,25.230726304397923,27.411445854397922,0.08000577474995837,3.7235394380551843
realistic,True,nickel,Nickel,solid,env_margin,,,,,10.927013615826864,657.6208169496119,11.703680282493531,0.05602547037878791,True,0.026471776819721397,,,,56.38883474949834,58.56955429949834,0.08172167806372448,5.039875056831443
realistic,True,zinc,Zinc,solid,env_margin,,,,,3.047765341325371,184.86592047952223,4.174432007992038,0.17448288792211,True,0.153261378467408,,,,15.727987740247709,17.90870729024771,0.32428715011640685,1.5425767867936013
realistic,True,lead,Lead,solid,env_margin,,,,,6.291592182241022,379.4955309344614,6.738258848907688,0.09326741912441901,True,0.02157117537361299,,,,32.467750507948665,34.648470057948664,0.20709061702943374,2.375014819278751
